Date,Adj Close,Close
08/31/1987,75.309831118,75.309831118
09/30/1987,52.1714933967,52.1714933967
10/31/1987,52.5203878508,52.5203878508
11/30/1987,52.9848669706,52.9848669706
12/31/1987,54.4510798604,54.4510798604
01/31/1988,55.1253237441,55.1253237441
02/29/1988,54.748603352,54.748603352
03/31/1988,54.5902095507,54.5902095507
04/30/1988,54.2712814915,54.2712814915
05/31/1988,55.0953573493,55.0953573493
06/30/1988,54.9926154241,54.9926154241
07/31/1988,55.0546886706,55.0546886706
08/31/1988,55.9922087373,55.9922087373
09/30/1988,56.8055823113,56.8055823113
10/31/1988,56.1291979708,56.1291979708
11/30/1988,55.5812410368,55.5812410368
12/31/1988,59.1558038485,59.1558038485
01/31/1989,59.1301183673,59.1301183673
02/28/1989,60.3501787281,60.3501787281
03/31/1989,63.0193283247,63.0193283247
04/30/1989,63.3040090755,63.3040090755
05/31/1989,64.0895567114,64.0895567114
06/30/1989,69.4428391019,69.4428391019
07/31/1989,70.5259102292,70.5259102292
08/31/1989,71.3735311115,71.3735311115
09/30/1989,69.1538774374,69.1538774374
10/31/1989,70.6008262163,70.6008262163
11/30/1989,70.5045056615,70.5045056615
12/31/1989,69.1196301291,69.1196301291
01/31/1990,69.5712665083,69.5712665083
02/28/1990,71.0610244226,71.0610244226
03/31/1990,69.2437766219,69.2437766219
04/30/1990,75.8963162739,75.8963162739
05/31/1990,76.386480875,76.386480875
06/30/1990,78.8373038806,78.8373038806
07/31/1990,75.2284937606,75.2284937606
08/31/1990,70.2348081081,70.2348081081
09/30/1990,71.2836319271,71.2836319271
10/31/1990,72.8632890259,72.8632890259
11/30/1990,74.0876303003,74.0876303003
12/31/1990,74.629165864,74.629165864
01/31/1991,77.5787152978,77.5787152978
02/28/1991,78.6724887091,78.6724887091
03/31/1991,79.1155632612,79.1155632612
04/30/1991,81.007727049,81.007727049
05/31/1991,79.0727541257,79.0727541257
06/30/1991,81.3930092682,81.3930092682
07/31/1991,83.3879149811,83.3879149811
08/31/1991,83.6469102506,83.6469102506
09/30/1991,85.3228879043,85.3228879043
10/31/1991,81.6669877352,81.6669877352
11/30/1991,89.3769130332,89.3769130332
12/31/1991,88.7326355444,88.7326355444
01/31/1992,88.2060831782,88.2060831782
02/29/1992,85.4962649029,85.4962649029
03/31/1992,84.7642286864,84.7642286864
04/30/1992,87.5853507138,87.5853507138
05/31/1992,86.1640874163,86.1640874163
06/30/1992,88.7818660502,88.7818660502
07/31/1992,86.6713756716,86.6713756716
08/31/1992,87.9299642544,87.9299642544
09/30/1992,87.3199340739,87.3199340739
10/31/1992,88.5357135213,88.5357135213
11/30/1992,90.1860056936,90.1860056936
12/31/1992,91.4552965603,91.4552965603
01/31/1993,93.0499368565,93.0499368565
02/28/1993,94.2785590445,94.2785590445
03/31/1993,93.5101350628,93.5101350628
04/30/1993,94.7023694856,94.7023694856
05/31/1993,95.9138680194,95.9138680194
06/30/1993,95.6934009718,95.6934009718
07/31/1993,98.5701748753,98.5701748753
08/31/1993,98.5787367024,98.5787367024
09/30/1993,103.3626575911,103.3626575911
10/31/1993,97.3308504035,97.3308504035
11/30/1993,102.7611892378,102.7611892378
12/31/1993,107.341766733,107.341766733
01/31/1994,103.9512832038,103.9512832038
02/28/1994,99.5141163124,99.5141163124
03/31/1994,100.0791969006,100.0791969006
04/30/1994,101.1900939661,101.1900939661
05/31/1994,99.1010081551,99.1010081551
06/30/1994,101.7915623194,101.7915623194
07/31/1994,105.5716089814,105.5716089814
08/31/1994,103.6409169717,103.6409169717
09/30/1994,104.3001776579,104.3001776579
10/31/1994,103.9063336116,103.9063336116
11/30/1994,98.0907125581,98.0907125581
12/31/1994,100,100
01/31/1995,97.09244,97.09244
02/28/1995,98.68643572,98.68643572
03/31/1995,99.93449346,99.93449346
04/30/1995,102.26211772,102.26211772
05/31/1995,104.0879567,104.0879567
06/30/1995,107.95679155,107.95679155
07/31/1995,112.80562766,112.80562766
08/31/1995,111.25139172,111.25139172
09/30/1995,114.30050312,114.30050312
10/31/1995,112.21503329,112.21503329
11/30/1995,112.37980199,112.37980199
12/31/1995,113.51527627,113.51527627
01/31/1996,113.86974247,113.86974247
02/29/1996,119.35087392,119.35087392
03/31/1996,122.38194451,122.38194451
04/30/1996,128.62021728,128.62021728
05/31/1996,131.8568936,131.8568936
06/30/1996,129.63659492,129.63659492
07/31/1996,122.76257559,122.76257559
08/31/1996,127.28605731,127.28605731
09/30/1996,131.59908172,131.59908172
10/31/1996,131.5307568,131.5307568
11/30/1996,136.51412834,136.51412834
12/31/1996,138.41503298,138.41503298
01/31/1997,139.30521189,139.30521189
02/28/1997,138.70751034,138.70751034
03/31/1997,137.78337433,137.78337433
04/30/1997,137.13616999,137.13616999
05/31/1997,145.38980638,145.38980638
06/30/1997,151.15345086,151.15345086
07/31/1997,156.46484708,156.46484708
08/31/1997,154.45335065,154.45335065
09/30/1997,164.54862244,164.54862244
10/31/1997,157.33193123,157.33193123
11/30/1997,157.69862162,157.69862162
12/31/1997,159.60871463,159.60871463
01/31/1998,161.28141396,161.28141396
02/28/1998,175.55960916,175.55960916
03/31/1998,186.4018195,186.4018195
04/30/1998,187.88865734,187.88865734
05/31/1998,186.70015824,186.70015824
06/30/1998,187.62414293,187.62414293
07/31/1998,184.33606735,184.33606735
08/31/1998,155.52857975,155.52857975
09/30/1998,156.40514816,156.40514816
10/31/1998,159.15201357,159.15201357
11/30/1998,167.67076834,167.67076834
12/31/1998,175.82236778,175.82236778
01/31/1999,178.9302567,178.9302567
02/28/1999,177.22441615,177.22441615
03/31/1999,188.67993657,188.67993657
04/30/1999,203.94097362,203.94097362
05/31/1999,201.25804853,201.25804853
06/30/1999,218.84870638,218.84870638
07/31/1999,225.05429276,225.05429276
08/31/1999,226.4410188,226.4410188
09/30/1999,230.25571213,230.25571213
10/31/1999,235.62960415,235.62960415
11/30/1999,251.80741438,251.80741438
12/31/1999,275.21528054,275.21528054
01/31/2000,265.75092978,265.75092978
02/29/2000,279.28554491,279.28554491
03/31/2000,281.30777334,281.30777334
04/30/2000,264.8537441,264.8537441
05/31/2000,257.18304997,257.18304997
06/30/2000,273.09735707,273.09735707
07/31/2000,263.92281522,263.92281522
08/31/2000,282.42340868,282.42340868
09/30/2000,278.77983604,278.77983604
10/31/2000,279.11541448,279.11541448
11/30/2000,269.12112884,269.12112884
12/31/2000,285.20614885,285.20614885
01/31/2001,293.68181962,293.68181962
02/28/2001,311.44049494,311.44049494
03/31/2001,315.40341952,315.40341952
04/30/2001,313.43974937,313.43974937
05/31/2001,323.85234322,323.85234322
06/30/2001,334.67963384,334.67963384
07/31/2001,341.58651784,341.58651784
08/31/2001,355.13547876,355.13547876
09/30/2001,346.72146694,346.72146694
10/31/2001,359.6658275,359.6658275
11/30/2001,362.23371203,362.23371203
12/31/2001,373.26423569,373.26423569
01/31/2002,388.59277944,388.59277944
02/28/2002,395.01909367,395.01909367
03/31/2002,399.49240839,399.49240839
04/30/2002,412.64529645,412.64529645
05/31/2002,419.6181354,419.6181354
06/30/2002,420.49298047,420.49298047
07/31/2002,422.03676158,422.03676158
08/31/2002,425.80742792,425.80742792
09/30/2002,445.48420207,445.48420207
10/31/2002,435.49404065,435.49404065
11/30/2002,438.90569225,438.90569225
12/31/2002,456.25554648,456.25554648
01/31/2003,464.07512779,464.07512779
02/28/2003,470.18467685,470.18467685
03/31/2003,479.56434395,479.56434395
04/30/2003,471.90061799,471.90061799
05/31/2003,485.35516527,485.35516527
06/30/2003,490.62811233,490.62811233
07/31/2003,504.20766816,504.20766816
08/31/2003,524.46617763,524.46617763
09/30/2003,541.3804741,541.3804741
10/31/2003,578.16971352,578.16971352
11/30/2003,586.61139606,586.61139606
12/31/2003,611.60373994,611.60373994
01/31/2004,630.64320901,630.64320901
02/29/2004,644.3132204,644.3132204
03/31/2004,666.31497053,666.31497053
04/30/2004,643.65679669,643.65679669
05/31/2004,644.65393049,644.65393049
06/30/2004,682.16859899,682.16859899
07/31/2004,646.84079267,646.84079267
08/31/2004,648.46220261,648.46220261
09/30/2004,685.69288182,685.69288182
10/31/2004,703.48798349,703.48798349
11/30/2004,763.47989105,763.47989105
12/31/2004,790.81789186,790.81789186
01/31/2005,792.29152564,792.29152564
02/28/2005,838.79943434,838.79943434
03/31/2005,815.23319647,815.23319647
04/30/2005,782.04024317,782.04024317
05/31/2005,802.51757592,802.51757592
06/30/2005,834.64749059,834.64749059
07/31/2005,884.56550346,884.56550346
08/31/2005,907.10131342,907.10131342
09/30/2005,955.58506223,955.58506223
10/31/2005,903.62665341,903.62665341
11/30/2005,943.74126107,943.74126107
12/31/2005,989.9749567,989.9749567
01/31/2006,1074.48812878,1074.48812878
02/28/2006,1049.9802365,1049.9802365
03/31/2006,1093.88180015,1093.88180015
04/28/2006,1150.38735842,1150.38735842
05/31/2006,1099.81621511,1099.81621511
06/30/2006,1094.5273969,1094.5273969
07/31/2006,1072.40316736,1072.40316736
08/31/2006,1069.47237529,1069.47237529
09/29/2006,1067.94493346,1067.94493346
10/31/2006,1136.45466888,1136.45466888
11/30/2006,1201.99400964,1201.99400964
12/29/2006,1230.71361311,1230.71361311
01/31/2007,1264.24465164,1264.24465164
02/28/2007,1279.3837285,1279.3837285
03/30/2007,1344.20447273,1344.20447273
04/30/2007,1411.5878299,1411.5878299
05/31/2007,1467.01566111,1467.01566111
06/29/2007,1472.3824445,1472.3824445
07/31/2007,1439.85486601,1439.85486601
08/31/2007,1390.08138706,1390.08138706
09/28/2007,1483.4132585,1483.4132585
10/31/2007,1552.87319428,1552.87319428
11/30/2007,1456.0897513,1456.0897513
12/31/2007,1452.63341649,1452.63341649
01/31/2008,1316.7153014,1316.7153014
02/29/2008,1370.84020058,1370.84020058
03/31/2008,1348.17952665,1348.17952665
04/30/2008,1360.60858245,1360.60858245
05/30/2008,1424.94087744,1424.94087744
06/30/2008,1476.30586374,1476.30586374
07/31/2008,1428.939033,1428.939033
08/29/2008,1418.04234404,1418.04234404
09/30/2008,1352.12507109,1352.12507109
10/31/2008,1261.56243807,1261.56243807
11/28/2008,1204.66609827,1204.66609827
12/31/2008,1232.88781096,1232.88781096
01/30/2009,1283.83751619,1283.83751619
02/27/2009,1308.37139436,1308.37139436
03/31/2009,1282.76277189,1282.76277189
04/30/2009,1299.55080139,1299.55080139
05/29/2009,1289.53849022,1289.53849022
06/30/2009,1296.10604527,1296.10604527
07/31/2009,1304.37763852,1304.37763852
08/31/2009,1323.32581072,1323.32581072
09/30/2009,1372.20086455,1372.20086455
10/30/2009,1338.54173789,1338.54173789
11/30/2009,1390.94778859,1390.94778859
12/31/2009,1456.02230722,1456.02230722
01/29/2010,1397.06068389,1397.06068389
02/26/2010,1436.98616352,1436.98616352
03/31/2010,1561.19378695,1561.19378695
04/30/2010,1595.29884582,1595.29884582
05/28/2010,1386.65290037,1386.65290037
06/30/2010,1332.18503578,1332.18503578
07/30/2010,1392.14721712,1392.14721712
08/31/2010,1341.51273461,1341.51273461
09/30/2010,1412.6870952,1412.6870952
10/29/2010,1470.15676019,1470.15676019
11/30/2010,1471.19884258,1471.19884258
12/31/2010,1576.86505129,1576.86505129
01/31/2011,1595.703385,1595.703385
02/28/2011,1659.85512905,1659.85512905
03/31/2011,1677.8657191,1677.8657191
04/29/2011,1753.50306678,1753.50306678
05/31/2011,1709.80804991,1709.80804991
06/30/2011,1682.85754249,1682.85754249
07/29/2011,1636.08908024,1636.08908024
08/31/2011,1472.70857025,1472.70857025
09/30/2011,1364.81411135,1364.81411135
10/31/2011,1445.41334518,1445.41334518
11/30/2011,1427.7311701,1427.7311701
12/30/2011,1420.55500775,1420.55500775
01/31/2012,1450.01518778,1450.01518778
02/29/2012,1487.24432773,1487.24432773
03/30/2012,1512.67813915,1512.67813915
04/30/2012,1512.93616574,1512.93616574
05/31/2012,1454.08915193,1454.08915193
06/29/2012,1451.34403518,1451.34403518
07/31/2012,1443.74145972,1443.74145972
08/31/2012,1459.59879404,1459.59879404
09/28/2012,1487.67330109,1487.67330109
10/31/2012,1487.81171689,1487.81171689
11/30/2012,1502.45595006,1502.45595006
12/31/2012,1540.67872992,1540.67872992
01/31/2013,1639.42868718,1639.42868718
02/28/2013,1650.77959958,1650.77959958
03/28/2013,1696.24636178,1696.24636178
04/30/2013,1758.32694313,1758.32694313
05/31/2013,1772.39290809,1772.39290809
06/28/2013,1732.01389838,1732.01389838
07/31/2013,1835.60980647,1835.60980647
08/30/2013,1792.84175003,1792.84175003
09/30/2013,1933.87690129,1933.87690129
10/31/2013,2026.07506272,2026.07506272
11/29/2013,2085.20059302,2085.20059302
12/31/2013,2135.31004847,2135.31004847
01/31/2014,2094.70328434,2094.70328434
02/28/2014,2221.94037965,2221.94037965
03/31/2014,2208.41480642,2208.41480642
04/30/2014,2158.90744665,2158.90744665
05/30/2014,2187.44496474,2187.44496474
06/30/2014,2241.49038623,2241.49038623
07/31/2014,2192.50530362,2192.50530362
08/29/2014,2232.38017833,2232.38017833
09/30/2014,2133.09082838,2133.09082838
10/31/2014,2109.0240178,2109.0240178
11/28/2014,2102.86123871,2102.86123871
12/31/2014,2123.54268974,2123.54268974
01/30/2015,2113.38714412,2113.38714412
02/27/2015,2176.50640992,2176.50640992
03/31/2015,2183.85836563,2183.85836563
04/30/2015,2151.70345344,2151.70345344
05/29/2015,2179.06795728,2179.06795728
06/30/2015,2162.60636272,2162.60636272
07/31/2015,2149.94237775,2149.94237775
08/31/2015,2047.77002115,2047.77002115
09/30/2015,2011.52940642,2011.52940642
10/30/2015,1951.12941409,1951.12941409
11/30/2015,1959.15819456,1959.15819456
12/31/2015,1924.58238299,1924.58238299
01/29/2016,1854.46349566,1854.46349566
02/29/2016,1882.91560184,1882.91560184
03/31/2016,1865.0150998,1865.0150998
04/29/2016,1840.4241297,1840.4241297
05/31/2016,1840.2331176,1840.2331176
06/30/2016,1835.82482077,1835.82482077
07/29/2016,1912.80627939,1912.80627939
08/31/2016,1894.56587348,1894.56587348
09/30/2016,1910.76655256,1910.76655256
10/31/2016,1881.28533542,1881.28533542
11/30/2016,1912.9268616,1912.9268616
12/30/2016,1901.79768267,1901.79768267
01/31/2017,1958.89972864,1958.89972864
02/28/2017,1995.53526725,1995.53526725
03/31/2017,2024.68983795,2024.68983795
04/28/2017,2063.48876685,2063.48876685
05/31/2017,2068.03657228,2068.03657228
06/30/2017,2070.86752822,2070.86752822
07/31/2017,2145.3630529,2145.3630529
08/31/2017,2158.54201814,2158.54201814
09/29/2017,2234.16524262,2234.16524262
10/31/2017,2292.82950673,2292.82950673
11/30/2017,2360.84514763,2360.84514763
12/29/2017,2389.65831832,2389.65831832
01/31/2018,2517.66896891,2517.66896891
02/28/2018,2444.87107421,2444.87107421
03/29/2018,2408.55006953,2408.55006953
04/30/2018,2360.80730834,2360.80730834
05/31/2018,2423.15386854,2423.15386854
